date,home_team,away_team,home_score,away_score,home_win
2025-03-30,Winnipeg,Vancouver,3,1,1
2025-03-30,Chicago,Utah,2,5,0
2025-03-30,Pittsburgh,Ottawa,1,0,1
2025-03-30,Carolina,New York,6,4,1
2025-03-30,Anaheim,Toronto,2,3,0
2025-03-30,Los Angeles,San Jose,8,1,1
2025-03-31,New Jersey,Minnesota,3,2,1
2025-03-31,Philadelphia,Nashville,2,1,1
2025-03-31,Colorado,Calgary,2,3,0
2025-03-31,Seattle,Dallas,1,3,0
2025-04-01,Boston,Washington,3,4,0
2025-04-01,Montréal,Florida,3,2,1
2025-04-01,Ottawa,Buffalo,2,5,0
2025-04-01,Columbus,Nashville,8,4,1
2025-04-01,New York,Tampa Bay,1,4,0
2025-04-01,St. Louis,Detroit,2,1,1
2025-04-01,Utah,Calgary,3,1,1
2025-04-01,Vegas,Edmonton,2,3,0
2025-04-01,Anaheim,San Jose,4,3,1
2025-04-01,Los Angeles,Winnipeg,4,1,1
2025-04-02,New York,Minnesota,5,4,1
2025-04-02,Carolina,Washington,5,1,1
2025-04-02,Toronto,Florida,3,2,1
2025-04-02,Chicago,Colorado,2,3,0
2025-04-02,Vancouver,Seattle,0,5,0
2025-04-03,Montréal,Boston,4,1,1
2025-04-03,Ottawa,Tampa Bay,2,1,1
2025-04-03,Columbus,Colorado,3,7,0
2025-04-03,St. Louis,Pittsburgh,5,4,1
2025-04-03,Dallas,Nashville,5,1,1
2025-04-03,Utah,Los Angeles,2,4,0
2025-04-03,Calgary,Anaheim,4,1,1
2025-04-03,Vegas,Winnipeg,0,4,0
2025-04-03,San Jose,Edmonton,2,3,0
2025-04-04,Detroit,Carolina,5,3,1
2025-04-04,Washington,Chicago,5,3,1
2025-04-04,New York,Minnesota,3,1,1
2025-04-05,New Jersey,New York,4,0,1
2025-04-05,Ottawa,Florida,3,0,1
2025-04-05,Dallas,Pittsburgh,3,5,0
2025-04-05,Vancouver,Anaheim,6,2,1
2025-04-05,Los Angeles,Edmonton,3,0,1
2025-04-05,Boston,Carolina,5,1,1
2025-04-05,Buffalo,Tampa Bay,3,2,1
2025-04-05,Toronto,Columbus,5,0,1
2025-04-05,Montréal,Philadelphia,3,2,1
2025-04-05,St. Louis,Colorado,5,4,1
2025-04-05,Utah,Winnipeg,4,1,1
2025-04-05,Calgary,Vegas,2,3,0
2025-04-05,San Jose,Seattle,1,5,0
2025-04-06,New York,Washington,4,1,1
2025-04-06,Minnesota,Dallas,3,2,1
2025-04-06,Ottawa,Columbus,4,0,1
2025-04-06,Detroit,Florida,2,1,1
2025-04-06,Buffalo,Boston,6,3,1
2025-04-06,Chicago,Pittsburgh,3,1,1
2025-04-06,Nashville,Montréal,1,2,0
2025-04-06,Vancouver,Vegas,2,3,0
2025-04-07,New York,Tampa Bay,1,5,0
2025-04-07,Winnipeg,St. Louis,3,1,1
2025-04-07,Anaheim,Edmonton,3,2,1
2025-04-07,Los Angeles,Seattle,1,2,0
2025-04-07,San Jose,Calgary,2,3,0
2025-04-08,Buffalo,Carolina,3,0,1
2025-04-08,Montréal,Detroit,4,1,1
2025-04-08,Florida,Toronto,3,1,1
2025-04-08,New Jersey,Boston,2,7,0
2025-04-08,Columbus,Ottawa,5,2,1
2025-04-08,Pittsburgh,Chicago,5,0,1
2025-04-08,Nashville,New York,7,6,1
2025-04-08,Dallas,Vancouver,5,6,0
2025-04-08,Utah,Seattle,7,1,1
2025-04-08,Colorado,Vegas,3,2,1
2025-04-09,Tampa Bay,Toronto,3,4,0
2025-04-09,New York,Philadelphia,5,8,0
2025-04-09,Minnesota,San Jose,8,7,1
2025-04-09,Edmonton,St. Louis,4,3,1
2025-04-09,Anaheim,Calgary,4,3,1
2025-04-10,Boston,Chicago,2,5,0
2025-04-10,Florida,Detroit,4,1,1
2025-04-10,Columbus,Buffalo,3,2,1
2025-04-10,Washington,Carolina,5,4,1
2025-04-10,New York,New York,2,9,0
2025-04-10,Dallas,Winnipeg,0,4,0
2025-04-10,Colorado,Vancouver,1,4,0
2025-04-10,Utah,Nashville,3,4,0
2025-04-10,Vegas,Seattle,2,1,1
2025-04-10,Los Angeles,Anaheim,6,1,1
2025-04-11,Ottawa,Montréal,5,2,1
2025-04-11,Tampa Bay,Detroit,3,4,0
2025-04-11,New Jersey,Pittsburgh,2,4,0
2025-04-11,Edmonton,San Jose,4,2,1
2025-04-11,Calgary,Minnesota,4,2,1
2025-04-12,Philadelphia,New York,4,3,1
2025-04-12,Columbus,Washington,7,0,1
2025-04-12,Carolina,New York,7,3,1
2025-04-12,Los Angeles,Colorado,5,4,1
2025-04-12,Florida,Buffalo,3,2,1
2025-04-12,Toronto,Montréal,1,0,1
2025-04-12,Chicago,Winnipeg,4,5,0
2025-04-12,Dallas,Utah,3,5,0
2025-04-12,Vancouver,Minnesota,2,3,0
2025-04-12,Vegas,Nashville,5,3,1
2025-04-12,Seattle,St. Louis,4,3,1
2025-04-13,Ottawa,Philadelphia,4,3,1
2025-04-13,New Jersey,New York,0,1,0
2025-04-13,Pittsburgh,Boston,1,4,0
2025-04-13,Carolina,Toronto,1,4,0
2025-04-13,Tampa Bay,Buffalo,7,4,1
2025-04-13,Washington,Columbus,1,4,0
2025-04-13,Winnipeg,Edmonton,1,4,0
2025-04-13,Calgary,San Jose,5,2,1
2025-04-13,Anaheim,Colorado,2,4,0
2025-04-14,Montréal,Chicago,3,4,0
2025-04-14,Detroit,Dallas,6,4,1
2025-04-14,Florida,New York,3,5,0
2025-04-14,Nashville,Utah,3,7,0
2025-04-14,Edmonton,Los Angeles,0,5,0
2025-04-14,Vancouver,San Jose,2,1,1
2025-04-15,Boston,New Jersey,4,5,0
2025-04-15,Buffalo,Toronto,0,4,0
2025-04-15,Ottawa,Chicago,3,4,0
2025-04-15,Philadelphia,Columbus,0,3,0
2025-04-15,Tampa Bay,Florida,5,1,1
2025-04-15,New York,Washington,1,3,0
2025-04-15,St. Louis,Utah,6,1,1
2025-04-15,Minnesota,Anaheim,3,2,1
2025-04-15,Calgary,Vegas,5,4,1
2025-04-15,Seattle,Los Angeles,5,6,0
2025-04-16,Montréal,Carolina,4,2,1
2025-04-16,Winnipeg,Anaheim,2,1,1
2025-04-16,New Jersey,Detroit,2,5,0
2025-04-16,Nashville,Dallas,5,1,1
2025-04-16,Vancouver,Vegas,1,4,0
2025-04-16,San Jose,Edmonton,0,3,0
2025-04-17,Buffalo,Philadelphia,5,4,1
2025-04-17,Toronto,Detroit,4,3,1
2025-04-17,Ottawa,Carolina,7,5,1
2025-04-17,New York,Tampa Bay,4,0,1
2025-04-17,Pittsburgh,Washington,5,2,1
2025-04-17,Columbus,New York,6,1,1
2025-04-17,Los Angeles,Calgary,1,5,0
2025-04-19,Winnipeg,St. Louis,5,3,1
2025-04-19,Dallas,Colorado,1,5,0
2025-04-20,Carolina,New Jersey,4,1,1
2025-04-20,Toronto,Ottawa,6,2,1
2025-04-20,Vegas,Minnesota,4,2,1
2025-04-21,Washington,Montréal,3,2,1
2025-04-21,Winnipeg,St. Louis,2,1,1
2025-04-21,Dallas,Colorado,4,3,1
2025-04-21,Los Angeles,Edmonton,6,5,1
2025-04-22,Carolina,New Jersey,3,1,1
2025-04-22,Toronto,Ottawa,3,2,1
2025-04-22,Tampa Bay,Florida,2,6,0
2025-04-22,Vegas,Minnesota,2,5,0
2025-04-23,Washington,Montréal,3,1,1
2025-04-23,Colorado,Dallas,1,2,0
2025-04-23,Los Angeles,Edmonton,6,2,1
2025-04-24,Tampa Bay,Florida,0,2,0
2025-04-24,Ottawa,Toronto,2,3,0
2025-04-24,Minnesota,Vegas,5,2,1
2025-04-24,St. Louis,Winnipeg,7,2,1
2025-04-25,Montréal,Washington,6,3,1
2025-04-25,New Jersey,Carolina,3,2,1
2025-04-25,Edmonton,Los Angeles,7,4,1
2025-04-26,Florida,Tampa Bay,1,5,0
2025-04-26,Minnesota,Vegas,3,4,0
2025-04-26,Ottawa,Toronto,4,3,1
2025-04-26,Colorado,Dallas,4,0,1
2025-04-27,St. Louis,Winnipeg,5,1,1
2025-04-27,New Jersey,Carolina,2,5,0
2025-04-27,Montréal,Washington,2,5,0
2025-04-27,Edmonton,Los Angeles,4,3,1
2025-04-28,Florida,Tampa Bay,4,2,1
2025-04-28,Dallas,Colorado,6,2,1
2025-04-29,Toronto,Ottawa,0,4,0
2025-04-29,Carolina,New Jersey,5,4,1
2025-04-29,Vegas,Minnesota,3,2,1
2025-04-29,Los Angeles,Edmonton,1,3,0
2025-04-30,Washington,Montréal,4,1,1
2025-04-30,Tampa Bay,Florida,3,6,0
2025-04-30,Winnipeg,St. Louis,5,3,1
2025-05-01,Ottawa,Toronto,2,4,0
2025-05-01,Minnesota,Vegas,2,3,0
2025-05-01,Colorado,Dallas,7,4,1
2025-05-01,Edmonton,Los Angeles,6,4,1
2025-05-02,St. Louis,Winnipeg,5,2,1
2025-05-03,Dallas,Colorado,4,2,1
2025-05-04,Winnipeg,St. Louis,4,3,1
2025-05-05,Toronto,Florida,5,4,1
2025-05-06,Washington,Carolina,1,2,0
2025-05-06,Vegas,Edmonton,2,4,0
